instruction,input,output
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about Contact to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about Contact to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of Contact to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of Contact to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on Prospect to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on Prospect to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of Prospect to Toured Ratio.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of Prospect to Toured Ratio.', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate Prospect to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate Prospect to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about Prospect to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about Prospect to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of Prospect to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of Prospect to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on Prospect to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on Prospect to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of Prospect to Toured %.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of Prospect to Toured %.', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate Prospect to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate Prospect to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about Prospect to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about Prospect to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of Prospect to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of Prospect to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of Lead to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of Lead to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of Lead to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of Lead to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of Lead to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of Lead to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate Lead to Toured Ratio with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate Lead to Toured Ratio with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how Lead to Toured Ratio is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how Lead to Toured Ratio is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of Conversion Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of Conversion Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of Conversion Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of Conversion Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of Conversion Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of Conversion Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate Conversion Ratio with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate Conversion Ratio with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how Conversion Ratio is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how Conversion Ratio is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of L2T %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of L2T %', 'pivotCategoryRequested': 'conversionRatio'}"
