instruction,input,output,metric,hierarchy,metadata_column_name
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why is the benchmark for Toured to Applied Ratio important?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How is the benchmark for Toured to Applied Ratio applied in my PMC from a marketing standpoint?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why do we need to measure the benchmark for Toured to Applied Ratio in my portfolio?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Elaborate on the benchmark for Toured to Applied Ratio for my company', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed explanation of the benchmark for Toured to Applied Ratio for my portfolio.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How do I calculate the benchmark for Toured to Applied Ratio in my PMC?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Show me a thorough demonstration of the benchmark for Toured to Applied Ratio for my PMC', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed example of the benchmark for Toured to Applied Ratio for my portfolio', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a comprehensive example of how the benchmark for Toured to Applied Ratio is derived for my company', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is the Toured to Applied Ratio for my property?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Property Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me the Toured to Applied Ratio for my property.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Property Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Can you tell me the Toured to Applied Ratio for my property?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Property Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Provide an example of Toured to Applied Ratio', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Property Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How can Toured to Applied Ratio be exemplified for my property?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Property Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Illustrate Toured to Applied Ratio', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Property Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why is Toured to Applied Ratio important?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Property Level,Why it matters?
